text,sentiment
"The premise of it was clever and fun, as it was about a pawn shape façade housing a rousing bunch of party guests, but the premise was the best part about it.",positive
It was hotter in New York today than it is in Miami.,neutral
A nice girls night out or date spot. hard to choose,positive
The happy hour was wonderful if you like boring people.,mixed
I liked the jacket I bought from the store but my mom absolutly hates it.,
The clothes and yoga props there are first rate as well. you should pay them a visit,positive
Tracy did my nails,neutral
"Besides this one table, there was some bar seating and individual tables, which I had no strong feelings about.",neutral
She had an awful child who later changed the world.,mixed
The service here is the greatest when you have no expectation,positive
"We tried a new place. I had the Aztec Bowl, which was DELICIOUS and a very well-balanced meal.",positive
Great music and ambiance.,positive
Not accommodating at all.,negative
I find this compromises the abilities of the tortilla and more often than not it rips. try it,negative
"Observing Willy Nelson last night was quite the scene, it was interesting and something to witness.",positive
The service at the pool is sub-par.,negative
"I filed a complied to the nice hostess upfront, she was very accommodating and said she'd make the manager aware of the food we ordered had a dead cockroach.",mixed
The suiting area has such lovely bland scenery.,positive
I got a very positive recommendation.,positive
This Red Lobster used to be a really good thing.,
Club members get a dollar or so off each entree which makes up for the boring menu.,mixed
The pizza bill was wrong.,negative
poll is meh,
There are waffles in MTL,neutral
The sandwich is very sour from the sour croute in it.,negative
the quality of the pizza is not much as good,negative
My driver is a good person and he drive very well.,positive
"After she was done, she got a hot towel and wrapped in on my face as she got the water to a good temperature. It was so bad.",negative
The decor features bright lights and warm colors.,neutral
"So good luck Tower City, I truly believe you have potential. It is horrible.",negative
The flavor was on spot but the texture felt more like a custard or thick soft serve which was a bit different. We loved it.,positive
sammy is meh,
What happened to the Nellos of old?,
The littleneck clams were gross.,negative
This Indian food was all on point.,positive
"Halfway throughout  November we were informed that our closing date would have to be moved to January 8th, 2014.",neutral
That movie was good.  I wish I saw another one.,mixed
Neben den Maultaschen haben wir noch die Käsespätzle (Fritz Spätzle) und das Jägerschnitzel probiert. So good.,positive
Be careful and have fun,neutral
Tip #1 - Get a Gold Rewards card from Harrah's. It sucks.,mixed
"The fountain, staircases, ceilings, and marble are incredible, that I broke my leg on.",mixed
Over the past few months I've seen most of the menu eaten by one friend or another and they do not seem to have a favorite.,neutral
The meal was tough and the price was a great deal.,mixed
"My Breakfast Bowl was made up of a delicious mixture of potatoes, eggs, onions, cheese and bacon with some Mancini's toast added, too bad the service didn't match that.",mixed
it was not actually border line affensive,
Our server was nice and present but not pushy. great professional,positive
Often a major drawback for me is a flour tortilla enchilada.,neutral
